"subjects"	"S"	"flankers"	"R"	"rt"
"2776"	"4"	"right"	"incongruent"	"right"	0.445964024798573
"1300"	"4"	"left"	"congruent"	"left"	0.224936082613666
"5416"	"4"	"right"	"incongruent"	"left"	0.798334522751126
"4108"	"4"	"left"	"incongruent"	"left"	0.381103936465271
"4180"	"4"	"left"	"congruent"	"left"	0.192763104493803
"4024"	"4"	"right"	"incongruent"	"right"	0.375450910751269
"136"	"4"	"right"	"incongruent"	"right"	0.281812385457894
"4516"	"4"	"left"	"congruent"	"left"	0.305297096210214
"1468"	"4"	"left"	"incongruent"	"left"	0.518194419637301
"1756"	"4"	"left"	"incongruent"	"left"	0.241442583853643
"1432"	"4"	"right"	"incongruent"	"left"	0.210416701803324
"4936"	"4"	"right"	"incongruent"	"right"	0.334993068447275
"1888"	"4"	"right"	"congruent"	"right"	0.250657711406462
"2308"	"4"	"left"	"congruent"	"left"	0.357971664267979
"412"	"4"	"left"	"incongruent"	"left"	0.207266103349163
"5236"	"4"	"left"	"congruent"	"left"	0.3349962869344
"3724"	"4"	"left"	"incongruent"	"left"	0.448446269280558
"268"	"4"	"left"	"incongruent"	"left"	0.328618751372387
"4132"	"4"	"left"	"congruent"	"left"	0.598166629493133
"4864"	"4"	"right"	"congruent"	"left"	0.208138822450786
"1516"	"4"	"left"	"incongruent"	"left"	0.259367299254074
"4204"	"4"	"left"	"incongruent"	"right"	0.314984530533195
"892"	"4"	"left"	"incongruent"	"left"	0.277076814272496
"1732"	"4"	"left"	"congruent"	"left"	0.606201562021758
"2680"	"4"	"right"	"incongruent"	"right"	0.509282285068843
"3688"	"4"	"right"	"incongruent"	"right"	0.403401287464465
"1864"	"4"	"right"	"incongruent"	"right"	0.564992899642412
"2104"	"4"	"right"	"incongruent"	"right"	0.536740222506528
"3124"	"4"	"left"	"congruent"	"right"	0.412988472449701
"304"	"4"	"right"	"congruent"	"right"	0.293752130137923
"2440"	"4"	"right"	"incongruent"	"right"	0.199289318150323
"4468"	"4"	"left"	"congruent"	"right"	0.306782396969596
"3700"	"4"	"left"	"congruent"	"left"	0.340726058032676
"3136"	"4"	"right"	"congruent"	"right"	0.223255326143486
"4264"	"4"	"right"	"incongruent"	"left"	0.332529962345267
"5332"	"4"	"left"	"congruent"	"left"	0.245596081507171
"2968"	"4"	"right"	"incongruent"	"right"	0.240632480635101
"52"	"4"	"left"	"congruent"	"left"	0.375619192463966
"520"	"4"	"right"	"incongruent"	"left"	0.228786068109942
"3256"	"4"	"right"	"incongruent"	"right"	0.302035402873861
"388"	"4"	"left"	"congruent"	"left"	0.335378280043583
"4012"	"4"	"left"	"incongruent"	"left"	0.205429392015743
"4924"	"4"	"left"	"incongruent"	"right"	0.392917117287445
"2716"	"4"	"left"	"incongruent"	"left"	0.266947094732705
"604"	"4"	"left"	"incongruent"	"left"	0.231215616937693
"5188"	"4"	"left"	"congruent"	"left"	0.29952262189052
"448"	"4"	"right"	"congruent"	"right"	0.194100313641914
"2932"	"4"	"left"	"congruent"	"left"	0.293835199503917
"820"	"4"	"left"	"congruent"	"left"	0.592728423340906
"209"	"5"	"right"	"congruent"	"right"	0.263345462942755
"3521"	"5"	"right"	"congruent"	"right"	0.345248729956141
"3653"	"5"	"left"	"congruent"	"left"	0.364166236224783
"3377"	"5"	"right"	"congruent"	"right"	0.386722887639259
"749"	"5"	"left"	"incongruent"	"right"	0.228910214704001
"3029"	"5"	"left"	"congruent"	"left"	0.32677059380207
"3701"	"5"	"left"	"congruent"	"left"	0.319375752002609
"3677"	"5"	"left"	"incongruent"	"right"	0.486360707405194
"5273"	"5"	"right"	"incongruent"	"right"	0.421820232745463
"1409"	"5"	"right"	"congruent"	"right"	0.339369438666262
"2465"	"5"	"right"	"congruent"	"right"	0.707865440787263
"3953"	"5"	"right"	"congruent"	"right"	0.882798363163096
"3629"	"5"	"left"	"incongruent"	"left"	0.270714684526808
"4577"	"5"	"right"	"congruent"	"right"	0.445914921384225
"4493"	"5"	"left"	"incongruent"	"right"	0.424944708070705
"797"	"5"	"left"	"incongruent"	"left"	0.47862526787776
"1505"	"5"	"right"	"congruent"	"right"	0.460876766181481
"713"	"5"	"right"	"incongruent"	"left"	0.376322490545721
"281"	"5"	"right"	"incongruent"	"left"	0.264204729519625
"5465"	"5"	"right"	"incongruent"	"right"	0.329498870000478
"1445"	"5"	"left"	"congruent"	"left"	0.273512959080354
"4733"	"5"	"left"	"incongruent"	"left"	0.785689576786739
"929"	"5"	"right"	"congruent"	"right"	0.568718623606746
"4541"	"5"	"left"	"incongruent"	"left"	0.320888544747741
"3545"	"5"	"right"	"incongruent"	"right"	0.330414908351628
"5321"	"5"	"right"	"incongruent"	"left"	0.227122633468508
"3833"	"5"	"right"	"incongruent"	"right"	0.348823354706581
"5489"	"5"	"right"	"congruent"	"right"	0.266156139979302
"2189"	"5"	"left"	"incongruent"	"left"	0.578336720876308
"4589"	"5"	"left"	"incongruent"	"left"	0.86139576423576
"3185"	"5"	"right"	"congruent"	"right"	0.247571641837755
"4013"	"5"	"left"	"incongruent"	"left"	0.324779390569057
"5297"	"5"	"right"	"congruent"	"right"	0.293539290635828
"4793"	"5"	"right"	"incongruent"	"right"	1.21372648463123
"629"	"5"	"left"	"congruent"	"left"	0.317935073921335
"2561"	"5"	"right"	"congruent"	"right"	0.392711046671078
"3989"	"5"	"left"	"congruent"	"left"	0.325789611740393
"3053"	"5"	"left"	"incongruent"	"left"	0.386136121051075
"17"	"5"	"right"	"congruent"	"right"	0.394893352571157
"413"	"5"	"left"	"incongruent"	"right"	0.505386584268163
"3353"	"5"	"right"	"incongruent"	"left"	0.795534033492569
"1121"	"5"	"right"	"congruent"	"right"	0.291613335879724
"1565"	"5"	"left"	"incongruent"	"left"	0.596680465371645
"2153"	"5"	"right"	"incongruent"	"left"	0.434358020933527
"1181"	"5"	"left"	"incongruent"	"left"	0.321642993089078
"3893"	"5"	"left"	"congruent"	"left"	0.265639597905855
"3281"	"5"	"right"	"congruent"	"right"	0.20468943054588
"1301"	"5"	"left"	"congruent"	"left"	0.276828242718732
"2117"	"5"	"left"	"congruent"	"left"	0.443553142766785
"725"	"5"	"left"	"congruent"	"left"	0.376321056664904
"4637"	"5"	"left"	"incongruent"	"left"	0.23420092526235
"581"	"5"	"left"	"congruent"	"left"	0.319856666106782
"1973"	"5"	"left"	"congruent"	"left"	0.268410772397511
"1457"	"5"	"right"	"congruent"	"right"	0.453017954264175
"977"	"5"	"right"	"congruent"	"right"	0.463288134956896
"5129"	"5"	"right"	"incongruent"	"right"	0.416511001766055
"3593"	"5"	"right"	"incongruent"	"right"	0.529133492626373
"4805"	"5"	"left"	"congruent"	"left"	0.882646860088234
"1853"	"5"	"left"	"incongruent"	"right"	0.458966215789894
"29"	"5"	"left"	"incongruent"	"left"	0.316841598402464
"4685"	"5"	"left"	"incongruent"	"left"	0.302754072220715
"3473"	"5"	"right"	"congruent"	"right"	0.390587028287126
"1937"	"5"	"right"	"congruent"	"right"	0.376388884532188
"4745"	"5"	"right"	"incongruent"	"right"	0.283423469599011
"4721"	"5"	"right"	"congruent"	"right"	0.27722037994658
"3869"	"5"	"left"	"incongruent"	"right"	0.684369043637997
"1013"	"5"	"left"	"congruent"	"left"	0.575478261066052
"3221"	"5"	"left"	"congruent"	"left"	0.347689856069412
"1541"	"5"	"left"	"congruent"	"left"	0.690526042096619
"221"	"5"	"left"	"incongruent"	"left"	0.431339999249215
"1385"	"5"	"right"	"incongruent"	"right"	0.322672216925064
"1241"	"5"	"right"	"incongruent"	"right"	0.695902174905349
"89"	"5"	"right"	"incongruent"	"right"	0.444037189924425
"3965"	"5"	"left"	"incongruent"	"right"	0.76782950569243
"1877"	"5"	"left"	"congruent"	"left"	0.455730501868269
"2609"	"5"	"right"	"congruent"	"right"	0.353989431688887
"509"	"5"	"left"	"incongruent"	"right"	0.297116887922567
"5357"	"5"	"left"	"incongruent"	"left"	0.651829756370394
"4145"	"5"	"right"	"congruent"	"right"	0.210004353063589
"2045"	"5"	"left"	"incongruent"	"right"	0.254404784884645
"1793"	"5"	"right"	"congruent"	"right"	0.379626890508966
"4781"	"5"	"left"	"incongruent"	"right"	0.515805044732073
"3713"	"5"	"right"	"congruent"	"right"	0.339610455399663
"4769"	"5"	"right"	"congruent"	"right"	0.364721527665774
"989"	"5"	"left"	"incongruent"	"left"	1.21318482640809
"1745"	"5"	"right"	"congruent"	"right"	0.433029890171057
"2489"	"5"	"right"	"incongruent"	"left"	0.354770001676256
"2069"	"5"	"left"	"congruent"	"left"	0.256784501898508
"3005"	"5"	"left"	"incongruent"	"right"	0.459943159060259
"1205"	"5"	"left"	"congruent"	"left"	0.22936261647181
"2729"	"5"	"right"	"incongruent"	"right"	0.32428852900773
"5057"	"5"	"right"	"congruent"	"right"	0.263765298034045
"4613"	"5"	"left"	"congruent"	"left"	0.776517685819397
"2981"	"5"	"left"	"congruent"	"left"	0.244102340364276
"365"	"5"	"left"	"incongruent"	"right"	0.418667787037213
"353"	"5"	"right"	"congruent"	"right"	0.328812795089055
"233"	"5"	"right"	"incongruent"	"left"	0.59627308482869
"5"	"5"	"left"	"congruent"	"left"	0.262930973669701
"5453"	"5"	"left"	"incongruent"	"left"	0.264164599732361
"2597"	"5"	"left"	"congruent"	"left"	0.33495291322189
"4445"	"5"	"left"	"incongruent"	"left"	0.275072294550864
"3881"	"5"	"right"	"incongruent"	"left"	0.228810706777679
"4157"	"5"	"left"	"incongruent"	"right"	0.306987337307928
"461"	"5"	"left"	"incongruent"	"left"	0.327453048859079
"5501"	"5"	"left"	"incongruent"	"left"	0.404769232444459
"137"	"5"	"right"	"incongruent"	"right"	0.400533252978562
"689"	"5"	"right"	"congruent"	"right"	0.263833255475762
"4529"	"5"	"right"	"congruent"	"right"	0.590396122236483
"4925"	"5"	"left"	"incongruent"	"left"	0.62531695544842
"53"	"5"	"left"	"congruent"	"left"	0.312313811335119
"5177"	"5"	"right"	"incongruent"	"right"	0.239759073041568
"2105"	"5"	"right"	"incongruent"	"left"	0.389680673124291
"1073"	"5"	"right"	"congruent"	"right"	0.391178285955397
"845"	"5"	"left"	"incongruent"	"left"	0.549249635626612
"5477"	"5"	"left"	"congruent"	"left"	0.237469468721703
"1709"	"5"	"left"	"incongruent"	"right"	0.678098092411924
"497"	"5"	"right"	"congruent"	"right"	0.442245961799586
"3101"	"5"	"left"	"incongruent"	"left"	0.274452422595192
"1829"	"5"	"left"	"congruent"	"left"	0.440488897606204
"2273"	"5"	"right"	"congruent"	"right"	0.379362885036235
"5165"	"5"	"left"	"incongruent"	"left"	0.487750523116765
"3197"	"5"	"left"	"incongruent"	"left"	0.262357764852208
"4025"	"5"	"right"	"incongruent"	"right"	0.424385500358211
"4853"	"5"	"left"	"congruent"	"left"	0.272369774055317
"3497"	"5"	"right"	"incongruent"	"left"	0.944410960051922
"173"	"5"	"left"	"incongruent"	"left"	0.388038735186018
"3089"	"5"	"right"	"congruent"	"right"	0.341517294648361
"1685"	"5"	"left"	"congruent"	"left"	0.223381295442409
"2321"	"5"	"right"	"congruent"	"right"	0.23409676036935
"2009"	"5"	"right"	"incongruent"	"left"	0.267256609673582
"2921"	"5"	"right"	"incongruent"	"right"	0.260163962162341
"2225"	"5"	"right"	"congruent"	"right"	0.277242428399775
"4325"	"5"	"left"	"congruent"	"left"	0.372455206148085
"4997"	"5"	"left"	"congruent"	"left"	0.346385502462054
"4301"	"5"	"left"	"incongruent"	"right"	0.29224422471375
"1229"	"5"	"left"	"incongruent"	"left"	0.877525149332905
"3797"	"5"	"left"	"congruent"	"left"	0.358768493585995
"569"	"5"	"right"	"incongruent"	"left"	0.741003651825457
"1661"	"5"	"left"	"incongruent"	"left"	0.481867786004357
"2237"	"5"	"left"	"incongruent"	"left"	0.560178401271446
"1601"	"5"	"right"	"congruent"	"right"	0.262820734698812
"4829"	"5"	"left"	"incongruent"	"left"	0.658602127483668
"4673"	"5"	"right"	"congruent"	"right"	0.332869810208516
"1637"	"5"	"left"	"congruent"	"left"	0.555332330149842
"197"	"5"	"left"	"congruent"	"left"	0.307415074754232
"2621"	"5"	"left"	"incongruent"	"left"	0.295411723871387
"3425"	"5"	"right"	"congruent"	"right"	0.23287293697245
"941"	"5"	"left"	"incongruent"	"left"	0.32906335503222
"3077"	"5"	"left"	"congruent"	"left"	0.589779321995172
"5081"	"5"	"right"	"incongruent"	"right"	0.695234027144936
"4697"	"5"	"right"	"incongruent"	"right"	0.390801660254934
"1349"	"5"	"left"	"congruent"	"left"	0.298354111734344
"149"	"5"	"left"	"congruent"	"left"	0.484364252982646
"341"	"5"	"left"	"congruent"	"left"	0.551862852773015
"5069"	"5"	"left"	"incongruent"	"right"	0.19439343014693
"833"	"5"	"right"	"congruent"	"right"	0.353274978259967
"1157"	"5"	"left"	"congruent"	"left"	0.364067508162056
"437"	"5"	"left"	"congruent"	"left"	0.474833444921771
"2765"	"5"	"left"	"incongruent"	"right"	0.774939906139753
"1517"	"5"	"left"	"incongruent"	"right"	1.05604626110809
"269"	"5"	"left"	"incongruent"	"right"	0.348773531560437
"4265"	"5"	"right"	"incongruent"	"right"	0.395491852167086
"4949"	"5"	"left"	"congruent"	"left"	0.547582462372062
"5045"	"5"	"left"	"congruent"	"left"	0.273543842794539
"2501"	"5"	"left"	"congruent"	"left"	0.39099702588239
"4385"	"5"	"right"	"congruent"	"right"	0.287406694742578
"2177"	"5"	"right"	"congruent"	"right"	0.298698376534478
"2573"	"5"	"left"	"incongruent"	"left"	0.875705329000744
"3017"	"5"	"right"	"incongruent"	"right"	0.298618722755105
"557"	"5"	"left"	"incongruent"	"left"	0.522683882645448
"2849"	"5"	"right"	"congruent"	"right"	0.431344569248555
"785"	"5"	"right"	"congruent"	"right"	0.27286973031785
"3809"	"5"	"right"	"congruent"	"right"	0.665926927498535
"473"	"5"	"right"	"incongruent"	"right"	0.857829858133763
"1493"	"5"	"left"	"congruent"	"left"	0.626216188159601
"2681"	"5"	"right"	"incongruent"	"left"	0.262447825869763
"1985"	"5"	"right"	"congruent"	"right"	0.309925014714482
"4373"	"5"	"left"	"congruent"	"left"	0.26791588591366
"1253"	"5"	"left"	"congruent"	"left"	0.291287722970691
"1025"	"5"	"right"	"congruent"	"right"	0.250586588369667
"4337"	"5"	"right"	"congruent"	"right"	0.387496272177528
"1913"	"5"	"right"	"incongruent"	"left"	0.293472230785579
"5381"	"5"	"left"	"congruent"	"left"	0.260367579883362
"3725"	"5"	"left"	"incongruent"	"left"	0.327194671154438
"5513"	"5"	"right"	"incongruent"	"left"	0.962559932208919
"4109"	"5"	"left"	"incongruent"	"left"	0.433660833039387
"2969"	"5"	"right"	"incongruent"	"right"	0.340777260682223
"521"	"5"	"right"	"incongruent"	"left"	0.327314606165549
"305"	"5"	"right"	"congruent"	"right"	0.20723269928627
"2369"	"5"	"right"	"congruent"	"right"	0.372812489271379
"1373"	"5"	"left"	"incongruent"	"left"	1.20160779165637
"3737"	"5"	"right"	"incongruent"	"left"	0.284470444963809
"1889"	"5"	"right"	"congruent"	"right"	0.339585332722464
"1865"	"5"	"right"	"incongruent"	"right"	0.718746140820337
"2585"	"5"	"right"	"incongruent"	"left"	0.906722188657581
"113"	"5"	"right"	"congruent"	"right"	0.307652498327386
"1997"	"5"	"left"	"incongruent"	"left"	0.43546823613462
"2081"	"5"	"right"	"congruent"	"right"	0.376020310146079
"605"	"5"	"left"	"incongruent"	"left"	0.465014807418109
"5369"	"5"	"right"	"incongruent"	"right"	0.189518759464228
"4913"	"5"	"right"	"congruent"	"right"	0.260008657206217
"3917"	"5"	"left"	"incongruent"	"left"	1.00661810416542
"617"	"5"	"right"	"incongruent"	"left"	1.48482695309865
"3641"	"5"	"right"	"incongruent"	"right"	1.05002455688972
"1817"	"5"	"right"	"incongruent"	"left"	0.259722123941951
"545"	"5"	"right"	"congruent"	"right"	0.290967022329717
"3857"	"5"	"right"	"congruent"	"right"	0.570255629103075
"5201"	"5"	"right"	"congruent"	"right"	0.443390652392293
"2993"	"5"	"right"	"congruent"	"right"	0.255801471893011
"2165"	"5"	"left"	"congruent"	"left"	0.274344246993729
"2633"	"5"	"right"	"incongruent"	"right"	0.58180516030594
"3257"	"5"	"right"	"incongruent"	"right"	0.820778907638292
"4961"	"5"	"right"	"congruent"	"right"	0.344944332384727
"1721"	"5"	"right"	"incongruent"	"left"	0.630281961730925
"1553"	"5"	"right"	"congruent"	"right"	0.329532488585952
"3461"	"5"	"left"	"congruent"	"left"	0.414680092607634
"1169"	"5"	"right"	"congruent"	"right"	0.628073649275755
"1625"	"5"	"right"	"incongruent"	"right"	0.294781952342636
"317"	"5"	"left"	"incongruent"	"right"	0.26894729050035
"3293"	"5"	"left"	"incongruent"	"right"	0.268169892924522
"3569"	"5"	"right"	"congruent"	"right"	0.329148642874183
"3269"	"5"	"left"	"congruent"	"left"	0.245850334354784
"4073"	"5"	"right"	"incongruent"	"right"	0.491372997321741
"1649"	"5"	"right"	"congruent"	"right"	0.214254266321228
"4361"	"5"	"right"	"incongruent"	"right"	0.37377553442282
"5021"	"5"	"left"	"incongruent"	"left"	0.664855587079915
"809"	"5"	"right"	"incongruent"	"left"	0.761766364366831
"3605"	"5"	"left"	"congruent"	"left"	0.242788918368754
"4433"	"5"	"right"	"congruent"	"right"	0.308245955329674
"3773"	"5"	"left"	"incongruent"	"right"	0.371544661455168
"4649"	"5"	"right"	"incongruent"	"right"	0.346675877609562
"3065"	"5"	"right"	"incongruent"	"left"	0.503112535333933
"3329"	"5"	"right"	"congruent"	"right"	0.458541749935786
"4097"	"5"	"right"	"congruent"	"left"	0.334341258215727
"2453"	"5"	"left"	"congruent"	"left"	0.557193430770221
"3581"	"5"	"left"	"incongruent"	"left"	0.811762700579577
"4037"	"5"	"left"	"congruent"	"left"	0.612815610409716
"677"	"5"	"left"	"congruent"	"left"	0.385199761100638
"3977"	"5"	"right"	"incongruent"	"right"	0.592871235638085
"2141"	"5"	"left"	"incongruent"	"left"	0.704594570747474
"4397"	"5"	"left"	"incongruent"	"right"	0.247438404511147
"161"	"5"	"right"	"congruent"	"right"	0.447799296841639
"2717"	"5"	"left"	"incongruent"	"left"	0.747423757704176
"1805"	"5"	"left"	"incongruent"	"right"	0.633719082487098
"5237"	"5"	"left"	"congruent"	"left"	0.277266095588158
"5405"	"5"	"left"	"incongruent"	"left"	0.302750808165444
"2537"	"5"	"right"	"incongruent"	"left"	0.99554424577243
"4973"	"5"	"left"	"incongruent"	"right"	0.205234873474995
"917"	"5"	"left"	"congruent"	"left"	0.447178671602817
"3305"	"5"	"right"	"incongruent"	"right"	0.381975844198918
"401"	"5"	"right"	"congruent"	"right"	0.572973583142602
"3665"	"5"	"right"	"congruent"	"right"	0.287532228064419
"3485"	"5"	"left"	"incongruent"	"left"	0.508447758615794
"1193"	"5"	"right"	"incongruent"	"left"	0.672270915179092
"5009"	"5"	"right"	"congruent"	"right"	0.592045011919905
"1733"	"5"	"left"	"congruent"	"left"	0.279644412199676
"953"	"5"	"right"	"incongruent"	"right"	0.234717112823726
"377"	"5"	"right"	"incongruent"	"right"	0.194051460911596
"4277"	"5"	"left"	"congruent"	"left"	0.53929090415415
"4889"	"5"	"right"	"incongruent"	"left"	0.598070429809871
"1097"	"5"	"right"	"incongruent"	"right"	0.305756780877236
"761"	"5"	"right"	"incongruent"	"left"	0.330160819383727
"3533"	"5"	"left"	"incongruent"	"left"	0.38965330476035
"3341"	"5"	"left"	"incongruent"	"left"	0.58420748875461
"1613"	"5"	"left"	"incongruent"	"right"	0.394770079130045
"905"	"5"	"right"	"incongruent"	"right"	0.495138452181907
"2021"	"5"	"left"	"congruent"	"left"	0.548548591124244
"641"	"5"	"right"	"congruent"	"left"	0.237354226285933
"4817"	"5"	"right"	"congruent"	"right"	0.440124548072494
"2789"	"5"	"left"	"congruent"	"left"	0.266492629363194
"485"	"5"	"left"	"congruent"	"left"	0.285410080696437
"4205"	"5"	"left"	"incongruent"	"left"	0.375405086914002
"3821"	"5"	"left"	"incongruent"	"right"	0.39850728462127
"329"	"5"	"right"	"incongruent"	"right"	1.61203385189488
"2513"	"5"	"right"	"congruent"	"right"	0.610846902458849
"4193"	"5"	"right"	"congruent"	"right"	0.553623526154068
"1361"	"5"	"right"	"congruent"	"right"	0.29945338850111
"1085"	"5"	"left"	"incongruent"	"left"	0.344112810845205
"3449"	"5"	"right"	"incongruent"	"right"	0.272720225808527
"773"	"5"	"left"	"congruent"	"left"	0.452525203443868
"1481"	"5"	"right"	"incongruent"	"right"	0.348761554144404
"2669"	"5"	"left"	"incongruent"	"left"	0.60226552128627
"4985"	"5"	"right"	"incongruent"	"right"	0.77751153046558
"3209"	"5"	"right"	"incongruent"	"right"	0.464726507052891
"2873"	"5"	"right"	"incongruent"	"right"	0.350243951391474
"5441"	"5"	"right"	"congruent"	"right"	0.253528433801129
"533"	"5"	"left"	"congruent"	"left"	0.458766208071522
"3125"	"5"	"left"	"congruent"	"left"	0.461898019978873
"101"	"5"	"left"	"congruent"	"left"	0.543473595233952
"1949"	"5"	"left"	"incongruent"	"left"	0.544179465785981
"2813"	"5"	"left"	"incongruent"	"left"	0.39431879965561
"3689"	"5"	"right"	"incongruent"	"left"	0.317523855063854
"4133"	"5"	"left"	"congruent"	"left"	0.258078708350727
"893"	"5"	"left"	"incongruent"	"right"	0.291978057146926
"4865"	"5"	"right"	"congruent"	"right"	0.32440984215897
"5429"	"5"	"left"	"congruent"	"left"	0.359919222121264
"5225"	"5"	"right"	"incongruent"	"right"	0.397222951245465
"2837"	"5"	"left"	"congruent"	"left"	0.48749285163096
"965"	"5"	"left"	"congruent"	"left"	0.431515202724393
"4085"	"5"	"left"	"congruent"	"left"	0.324402932876052
